uvl_file,kr_file,features,groups,constraints,error
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M01_injected.kr.pl,58,14,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M02_injected.kr.pl,76,22,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M03_injected.kr.pl,114,34,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M04_injected.kr.pl,153,50,17,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M05_injected.kr.pl,194,67,23,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M06_injected.kr.pl,237,85,29,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M07_injected.kr.pl,284,105,29,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M08_injected.kr.pl,325,122,29,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M09_injected.kr.pl,357,134,29,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2025_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2025_M10_injected.kr.pl,389,147,29,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M01_injected.kr.pl,47,14,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M02_injected.kr.pl,79,24,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M03_injected.kr.pl,109,36,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M04_injected.kr.pl,146,52,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M05_injected.kr.pl,195,72,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M06_injected.kr.pl,243,92,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M07_injected.kr.pl,296,114,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M08_injected.kr.pl,337,130,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M09_injected.kr.pl,368,142,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c2_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c2_M10_injected.kr.pl,386,150,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M01_injected.kr.pl,49,14,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M02_injected.kr.pl,81,24,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M03_injected.kr.pl,110,36,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M04_injected.kr.pl,147,52,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M05_injected.kr.pl,195,72,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M06_injected.kr.pl,243,92,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M07_injected.kr.pl,296,114,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M08_injected.kr.pl,336,130,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M09_injected.kr.pl,367,142,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c3_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c3_M10_injected.kr.pl,387,150,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M01_injected.kr.pl,49,14,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M02_injected.kr.pl,75,24,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M03_injected.kr.pl,113,38,17,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M04_injected.kr.pl,156,56,17,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M05_injected.kr.pl,211,78,17,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M06_injected.kr.pl,260,98,19,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M07_injected.kr.pl,307,118,19,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M08_injected.kr.pl,353,138,23,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M09_injected.kr.pl,394,155,23,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M10_injected.kr.pl,436,172,23,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M01_injected.kr.pl,45,14,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M02_injected.kr.pl,64,22,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M03_injected.kr.pl,92,34,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M04_injected.kr.pl,129,50,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M05_injected.kr.pl,178,70,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M06_injected.kr.pl,226,90,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M07_injected.kr.pl,274,109,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M08_injected.kr.pl,310,123,12,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M09_injected.kr.pl,334,133,12,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M10_injected.kr.pl,349,139,12,
