uvl_file,kr_file,features,groups,constraints,error
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M03.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M03.kr.pl,100,35,3,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M04.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M04.kr.pl,138,51,5,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M05.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M05.kr.pl,187,71,5,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M06.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M06.kr.pl,236,91,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M07.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M07.kr.pl,288,113,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M08.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M08.kr.pl,327,129,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M09.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M09.kr.pl,355,141,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c3_M10.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c3_M10.kr.pl,375,149,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M01.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M01.kr.pl,44,13,3,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M02.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M02.kr.pl,68,23,3,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M03.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M03.kr.pl,105,37,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M04.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M04.kr.pl,146,55,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M05.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M05.kr.pl,198,77,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M06.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M06.kr.pl,250,97,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M07.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M07.kr.pl,299,117,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M08.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M08.kr.pl,346,137,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M09.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M09.kr.pl,385,154,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c4_M10.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c4_M10.kr.pl,426,171,13,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M01.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M01.kr.pl,37,13,2,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M02.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M02.kr.pl,56,21,2,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M03.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M03.kr.pl,83,33,4,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M04.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M04.kr.pl,119,49,4,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M05.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M05.kr.pl,166,69,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M06.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M06.kr.pl,213,89,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M07.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M07.kr.pl,260,108,6,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M08.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M08.kr.pl,295,122,8,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M09.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M09.kr.pl,322,132,8,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\structurecode\uvl_outputs_10models\ISO_DATA\ISO_DATA__Reduced_c5_M10.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\kr_outputs_10models\ISO_DATA__Reduced_c5_M10.kr.pl,337,138,8,
