uvl_file,kr_file,features,groups,constraints,error
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M03_injected.kr.pl,105,37,10,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M04_injected.kr.pl,146,55,12,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M05_injected.kr.pl,198,77,12,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M06_injected.kr.pl,250,97,14,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M07_injected.kr.pl,299,117,14,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M08_injected.kr.pl,346,137,16,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M09_injected.kr.pl,385,154,16,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c4_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c4_M10_injected.kr.pl,426,171,16,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M01_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M01_injected.kr.pl,37,13,5,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M02_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M02_injected.kr.pl,56,21,5,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M03_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M03_injected.kr.pl,83,33,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M04_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M04_injected.kr.pl,119,49,7,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M05_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M05_injected.kr.pl,166,69,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M06_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M06_injected.kr.pl,213,89,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M07_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M07_injected.kr.pl,260,108,9,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M08_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M08_injected.kr.pl,295,122,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M09_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M09_injected.kr.pl,322,132,11,
C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\uvl_scientific_defects_v5\ISO_DATA__Reduced_c5_M10_injected.uvl,C:\Users\pc\Desktop\phd file draft\phd new\جامعه اشبيليه\برنامج الايزو\vs code\medicareinternalaudit\prolog_facts_v5\ISO_DATA__Reduced_c5_M10_injected.kr.pl,337,138,11,
